time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm,run_number,time_delta
40.203,,5487000.0,860000.0,1805000.0,1863000.0,649000.0,6101000.0,20000.0,14000.0,11000.0,318000.0,79000.0,68000.0,2508000.0,4589000.0,7097000.0,25000000.0,116.6,114.35,88.34,108.725,115.475,114.125,105.2366,115.925,112.775,1.0,0 days 00:00:40.203000
40.404,,5435000.0,914000.0,2161000.0,927000.0,4401000.0,6101000.0,30000.0,11000.0,11000.0,337000.0,81000.0,68000.0,2576000.0,4479000.0,7055000.0,25000000.0,116.6,114.35,88.34,108.95,115.7,114.2366,105.2366,116.15,112.8866,1.0,0 days 00:00:40.404000
40.605,,5435000.0,914000.0,1961000.0,1349000.0,1215000.0,6148000.0,20000.0,14000.0,11000.0,337000.0,77000.0,68000.0,2621000.0,4352000.0,6973000.0,25000000.0,116.6,114.35,88.34,108.95,115.7,114.2366,105.2366,116.15,112.8866,1.0,0 days 00:00:40.605000
40.804,,5435000.0,1162000.0,1948000.0,1996000.0,3357000.0,6148000.0,20000.0,14000.0,11000.0,337000.0,74000.0,68000.0,2594000.0,9100000.0,11694000.0,25000000.0,116.6,114.35,88.34,108.95,115.7,114.2366,105.2366,116.15,112.8866,1.0,0 days 00:00:40.804000
41.004,,5301000.0,955000.0,1649000.0,906000.0,105000.0,6210000.0,40000.0,11000.0,11000.0,283000.0,74000.0,68000.0,2796000.0,7761000.0,10557000.0,25000000.0,116.6,114.35,88.34,108.95,115.7,114.2366,105.2366,116.15,112.8866,1.0,0 days 00:00:41.004000
41.204,,5301000.0,914000.0,1449000.0,686000.0,865000.0,6210000.0,20000.0,14000.0,11000.0,283000.0,74000.0,68000.0,2804000.0,7849000.0,10653000.0,25000000.0,116.6,114.35,88.34,108.95,115.7,114.2366,105.2366,116.15,112.8866,1.0,0 days 00:00:41.204000
41.404,,5301000.0,935000.0,1496000.0,1113000.0,105000.0,6210000.0,20000.0,14000.0,11000.0,283000.0,74000.0,68000.0,2771000.0,8666000.0,11437000.0,25000000.0,116.6,114.8,88.34,109.0616,115.925,114.35,105.4616,116.2616,113.0,1.0,0 days 00:00:41.404000
41.604,,5493000.0,1097000.0,1449000.0,691000.0,105000.0,6234000.0,30000.0,14000.0,29000.0,251000.0,92000.0,68000.0,2852000.0,7863000.0,10715000.0,25000000.0,116.6,114.35,88.34,109.0616,115.925,114.35,105.4616,116.2616,113.0,1.0,0 days 00:00:41.604000
41.803,,5493000.0,1101000.0,2161000.0,746000.0,2083000.0,6234000.0,20000.0,30000.0,4000.0,251000.0,74000.0,68000.0,2870000.0,10914000.0,13784000.0,25000000.0,116.6,114.35,88.34,109.0616,115.925,114.35,105.4616,116.2616,113.0,1.0,0 days 00:00:41.803000
42.003,,5493000.0,874000.0,1758000.0,1391000.0,105000.0,6234000.0,20000.0,32000.0,11000.0,251000.0,74000.0,68000.0,2817000.0,4958000.0,7775000.0,25000000.0,116.6,114.8,88.34,109.0616,115.925,114.35,105.4616,116.2616,113.0,1.0,0 days 00:00:42.003000
42.203,,5505000.0,1028000.0,1339000.0,1306000.0,105000.0,6163000.0,20000.0,30000.0,11000.0,281000.0,70000.0,68000.0,2571000.0,4893000.0,7464000.0,25000000.0,116.6,114.35,88.34,109.0616,115.925,114.35,105.4616,116.2616,113.0,1.0,0 days 00:00:42.203000
42.403,,5505000.0,1076000.0,1506000.0,1306000.0,3521000.0,6163000.0,30000.0,14000.0,11000.0,281000.0,70000.0,68000.0,2659000.0,10571000.0,13230000.0,25000000.0,116.6,114.35,88.34,109.175,116.0366,114.4616,105.575,116.375,113.1116,1.0,0 days 00:00:42.403000
42.604,,5505000.0,874000.0,1506000.0,1391000.0,105000.0,6163000.0,30000.0,14000.0,11000.0,281000.0,70000.0,68000.0,2823000.0,4619000.0,7442000.0,25000000.0,116.6,114.35,88.34,109.175,116.0366,114.4616,105.575,116.375,113.1116,1.0,0 days 00:00:42.604000
42.804,,5484000.0,1008000.0,1626000.0,1351000.0,3439000.0,5917000.0,30000.0,11000.0,11000.0,257000.0,74000.0,68000.0,2670000.0,10200000.0,12870000.0,25000000.0,116.6,114.35,88.34,109.175,116.0366,114.4616,105.575,116.375,113.1116,1.0,0 days 00:00:42.804000
43.003,,5484000.0,798000.0,1496000.0,1306000.0,356000.0,5917000.0,20000.0,14000.0,11000.0,257000.0,74000.0,68000.0,2481000.0,4550000.0,7031000.0,25000000.0,116.6,114.8,88.34,109.175,116.0366,114.4616,105.575,116.375,113.1116,1.0,0 days 00:00:43.003000
43.204,,5484000.0,1189000.0,1506000.0,2205000.0,5813000.0,5917000.0,30000.0,14000.0,7000.0,257000.0,74000.0,68000.0,2565000.0,10237000.0,12802000.0,25000000.0,116.6,114.8,88.34,109.175,116.0366,114.4616,105.575,116.375,113.1116,1.0,0 days 00:00:43.204000
43.404,,5411000.0,867000.0,1948000.0,1048000.0,3153000.0,6059000.0,30000.0,14000.0,11000.0,247000.0,74000.0,68000.0,2721000.0,9162000.0,11883000.0,25000000.0,116.6,114.8,88.34,109.2866,116.15,114.575,105.6866,116.4866,113.225,1.0,0 days 00:00:43.404000
43.603,,5411000.0,955000.0,1948000.0,1089000.0,3562000.0,6059000.0,20000.0,11000.0,11000.0,247000.0,74000.0,68000.0,2778000.0,10717000.0,13495000.0,25000000.0,116.6,114.35,88.34,109.2866,116.15,114.575,105.6866,116.4866,113.225,1.0,0 days 00:00:43.603000
43.803,,5377000.0,874000.0,2399000.0,1774000.0,5363000.0,6059000.0,30000.0,14000.0,11000.0,247000.0,70000.0,68000.0,2695000.0,7485000.0,10180000.0,25000000.0,116.6,114.35,88.34,109.2866,116.15,114.575,105.6866,116.4866,113.225,1.0,0 days 00:00:43.803000
44.003,,5377000.0,1097000.0,1710000.0,1351000.0,5711000.0,6052000.0,30000.0,11000.0,11000.0,223000.0,77000.0,68000.0,2709000.0,7357000.0,10066000.0,25000000.0,116.6,114.8,88.34,109.2866,116.15,114.575,105.6866,116.4866,113.225,1.0,0 days 00:00:44.003000
44.204,,5377000.0,975000.0,1473000.0,1109000.0,5505000.0,6052000.0,30000.0,11000.0,7000.0,223000.0,74000.0,68000.0,2818000.0,6851000.0,9669000.0,25000000.0,116.6,114.8,88.34,109.2866,116.15,114.575,105.6866,116.4866,113.225,1.0,0 days 00:00:44.204000
44.404,,5392000.0,1158000.0,1615000.0,1371000.0,4814000.0,6052000.0,20000.0,648000.0,4000.0,223000.0,88000.0,68000.0,2713000.0,7540000.0,10253000.0,25000000.0,116.6,114.8,88.34,109.5116,116.2616,114.6866,105.8,116.6,113.45,1.0,0 days 00:00:44.404000
44.604,,5392000.0,874000.0,1411000.0,1512000.0,4651000.0,6050000.0,10000.0,30000.0,11000.0,287000.0,74000.0,68000.0,2740000.0,7647000.0,10387000.0,25000000.0,116.6,114.8,88.34,109.5116,116.2616,114.6866,105.8,116.6,113.45,1.0,0 days 00:00:44.604000
44.804,,5392000.0,955000.0,1473000.0,1189000.0,3439000.0,6050000.0,10000.0,32000.0,11000.0,287000.0,74000.0,68000.0,2800000.0,10555000.0,13355000.0,25000000.0,116.6,114.8,88.34,109.5116,116.2616,114.6866,105.8,116.6,113.45,1.0,0 days 00:00:44.804000
45.004,,5319000.0,1199000.0,1458000.0,1250000.0,5833000.0,6050000.0,20000.0,32000.0,7000.0,287000.0,74000.0,68000.0,2600000.0,6174000.0,8774000.0,25000000.0,116.6,114.8,88.34,109.5116,116.2616,114.6866,105.8,116.6,113.45,1.0,0 days 00:00:45.004000
45.204,,5319000.0,935000.0,1362000.0,1169000.0,5850000.0,6052000.0,30000.0,11000.0,11000.0,274000.0,74000.0,68000.0,2557000.0,6848000.0,9405000.0,25000000.0,116.6,115.25,88.34,109.5116,116.2616,114.6866,105.8,116.6,113.45,1.0,0 days 00:00:45.204000
45.404,,5319000.0,1138000.0,1496000.0,2177000.0,2661000.0,6052000.0,20000.0,11000.0,11000.0,274000.0,74000.0,68000.0,2604000.0,3917000.0,6521000.0,25000000.0,116.6,114.8,88.34,109.625,116.4866,114.8,105.9116,116.7116,113.5616,1.0,0 days 00:00:45.404000
45.604,,5222000.0,1250000.0,1530000.0,928000.0,2661000.0,6083000.0,30000.0,11000.0,11000.0,289000.0,68000.0,68000.0,2618000.0,3746000.0,6364000.0,25000000.0,116.6,114.8,88.34,109.625,116.4866,114.8,105.9116,116.7116,113.5616,1.0,0 days 00:00:45.604000
45.804,,5222000.0,874000.0,1615000.0,1391000.0,3480000.0,6083000.0,20000.0,11000.0,11000.0,289000.0,77000.0,68000.0,2547000.0,7400000.0,9947000.0,25000000.0,116.6,114.8,88.34,109.625,116.4866,114.8,105.9116,116.7116,113.5616,1.0,0 days 00:00:45.804000
46.003,,5222000.0,1036000.0,1615000.0,2676000.0,2722000.0,6083000.0,20000.0,11000.0,11000.0,289000.0,74000.0,68000.0,2731000.0,4490000.0,7221000.0,25000000.0,116.6,114.8,88.34,109.625,116.4866,114.8,105.9116,116.7116,113.5616,1.0,0 days 00:00:46.003000
46.203,,5399000.0,1052000.0,1473000.0,1948000.0,2682000.0,6110000.0,20000.0,32000.0,7000.0,328000.0,81000.0,68000.0,2552000.0,4647000.0,7199000.0,25000000.0,116.6,114.8,88.34,109.625,116.4866,114.8,105.9116,116.7116,113.5616,1.0,0 days 00:00:46.203000
46.404,,5399000.0,1036000.0,1663000.0,942000.0,2517000.0,6110000.0,20000.0,30000.0,7000.0,328000.0,70000.0,68000.0,2584000.0,4604000.0,7188000.0,25000000.0,116.6,114.8,88.34,109.7366,116.4866,114.9116,106.1366,116.825,113.5616,1.0,0 days 00:00:46.404000
46.605,,5399000.0,1028000.0,1496000.0,928000.0,2825000.0,6110000.0,20000.0,32000.0,11000.0,328000.0,70000.0,68000.0,2738000.0,3697000.0,6435000.0,25000000.0,116.6,114.8,88.34,109.7366,116.4866,114.9116,106.1366,116.825,113.5616,1.0,0 days 00:00:46.605000
46.804,,5429000.0,975000.0,2066000.0,1270000.0,5465000.0,6127000.0,20000.0,30000.0,11000.0,289000.0,74000.0,68000.0,2616000.0,7530000.0,10146000.0,25000000.0,116.6,114.8,88.34,109.7366,116.4866,114.9116,106.1366,116.825,113.5616,1.0,0 days 00:00:46.804000
47.004,,5429000.0,1016000.0,1615000.0,1068000.0,2579000.0,6127000.0,20000.0,14000.0,11000.0,289000.0,74000.0,68000.0,2626000.0,3898000.0,6524000.0,25000000.0,116.6,114.8,88.34,109.7366,116.4866,114.9116,106.1366,116.825,113.5616,1.0,0 days 00:00:47.004000
47.203,,5429000.0,975000.0,1483000.0,987000.0,105000.0,6127000.0,30000.0,14000.0,11000.0,289000.0,72000.0,68000.0,2615000.0,3826000.0,6441000.0,25000000.0,116.6,114.8,88.34,109.7366,116.4866,114.9116,106.1366,116.825,113.5616,1.0,0 days 00:00:47.203000
47.404,,5463000.0,1016000.0,1721000.0,1048000.0,105000.0,5898000.0,20000.0,11000.0,11000.0,274000.0,74000.0,68000.0,2597000.0,4305000.0,6902000.0,25000000.0,116.6,114.8,88.34,109.85,116.6,115.025,106.25,116.825,113.675,1.0,0 days 00:00:47.404000
47.604,,5463000.0,1189000.0,2161000.0,1296000.0,105000.0,5898000.0,30000.0,11000.0,11000.0,274000.0,72000.0,68000.0,2651000.0,3804000.0,6455000.0,25000000.0,116.6,114.8,88.34,109.85,116.6,115.025,106.25,116.825,113.675,1.0,0 days 00:00:47.604000
47.804,,5463000.0,1036000.0,1971000.0,1331000.0,105000.0,5898000.0,20000.0,11000.0,11000.0,274000.0,74000.0,68000.0,2670000.0,3420000.0,6090000.0,25000000.0,116.6,114.8,88.34,109.85,116.6,115.025,106.25,116.825,113.675,1.0,0 days 00:00:47.804000
48.004,,5441000.0,914000.0,1663000.0,935000.0,105000.0,6055000.0,20000.0,11000.0,11000.0,254000.0,74000.0,68000.0,2676000.0,4246000.0,6922000.0,25000000.0,116.6,114.8,88.34,109.85,116.6,115.025,106.25,116.825,113.675,1.0,0 days 00:00:48.004000
48.204,,5441000.0,1169000.0,1615000.0,771000.0,802000.0,6055000.0,20000.0,14000.0,11000.0,254000.0,74000.0,68000.0,2650000.0,4003000.0,6653000.0,25000000.0,116.6,115.25,88.34,109.85,116.6,115.025,106.25,116.825,113.675,1.0,0 days 00:00:48.204000
48.404,,5460000.0,874000.0,1710000.0,906000.0,105000.0,6055000.0,30000.0,14000.0,11000.0,254000.0,74000.0,68000.0,2630000.0,7963000.0,10593000.0,25000000.0,116.6,114.8,88.34,109.9616,116.7116,115.1366,106.3616,116.9366,113.7866,1.0,0 days 00:00:48.404000
48.604,,5460000.0,955000.0,1971000.0,914000.0,105000.0,6139000.0,20000.0,14000.0,11000.0,283000.0,74000.0,68000.0,2668000.0,7503000.0,10171000.0,25000000.0,116.6,115.25,88.34,109.9616,116.7116,115.1366,106.3616,116.9366,113.7866,1.0,0 days 00:00:48.604000
48.804,,5460000.0,1290000.0,2138000.0,814000.0,105000.0,6139000.0,30000.0,11000.0,11000.0,283000.0,72000.0,68000.0,2745000.0,3967000.0,6712000.0,25000000.0,116.6,115.25,88.34,109.9616,116.7116,115.1366,106.3616,116.9366,113.7866,1.0,0 days 00:00:48.804000
49.004,,5447000.0,955000.0,1411000.0,948000.0,401000.0,6139000.0,20000.0,14000.0,11000.0,283000.0,81000.0,68000.0,2604000.0,4126000.0,6730000.0,25000000.0,116.6,115.25,88.34,109.9616,116.7116,115.1366,106.3616,116.9366,113.7866,1.0,0 days 00:00:49.004000
49.203,,5447000.0,874000.0,1639000.0,820000.0,3848000.0,6183000.0,20000.0,14000.0,11000.0,283000.0,72000.0,68000.0,2577000.0,3782000.0,6359000.0,25000000.0,116.6,114.8,88.34,109.9616,116.7116,115.1366,106.3616,116.9366,113.7866,1.0,0 days 00:00:49.203000
49.403,,5447000.0,914000.0,1971000.0,884000.0,3775000.0,6183000.0,20000.0,78000.0,11000.0,283000.0,74000.0,68000.0,2672000.0,4185000.0,6857000.0,25000000.0,116.6,115.25,88.52,110.075,116.825,115.25,106.475,117.05,113.9,1.0,0 days 00:00:49.403000
49.603,,5441000.0,914000.0,1506000.0,1284000.0,105000.0,6183000.0,20000.0,43000.0,11000.0,283000.0,70000.0,68000.0,2744000.0,4547000.0,7291000.0,25000000.0,116.6,115.25,88.52,110.075,116.825,115.25,106.475,117.05,113.9,1.0,0 days 00:00:49.603000
49.803,,5441000.0,1016000.0,1900000.0,1199000.0,506000.0,6198000.0,20000.0,32000.0,4000.0,298000.0,74000.0,68000.0,2643000.0,5097000.0,7740000.0,25000000.0,116.6,115.25,88.52,110.075,116.825,115.25,106.475,117.05,113.9,1.0,0 days 00:00:49.803000
50.004,,5441000.0,975000.0,1520000.0,863000.0,105000.0,6198000.0,10000.0,32000.0,4000.0,298000.0,77000.0,68000.0,2686000.0,4071000.0,6757000.0,25000000.0,116.6,115.25,88.52,110.075,116.825,115.25,106.475,117.05,113.9,1.0,0 days 00:00:50.004000
50.204,,5350000.0,874000.0,1568000.0,1263000.0,105000.0,6187000.0,10000.0,32000.0,11000.0,298000.0,74000.0,68000.0,2828000.0,6733000.0,9561000.0,25000000.0,116.6,115.25,88.52,110.075,116.825,115.25,106.475,117.05,113.9,1.0,0 days 00:00:50.204000
50.403,,5350000.0,1178000.0,1995000.0,1520000.0,3480000.0,6187000.0,20000.0,14000.0,11000.0,275000.0,70000.0,68000.0,2604000.0,9871000.0,12475000.0,25000000.0,116.6,115.25,88.34,110.1866,116.9366,115.3616,106.5866,117.275,114.125,1.0,0 days 00:00:50.403000
50.604,,5350000.0,914000.0,1805000.0,798000.0,105000.0,6187000.0,20000.0,11000.0,11000.0,275000.0,74000.0,68000.0,2809000.0,4763000.0,7572000.0,25000000.0,116.6,115.25,88.34,110.1866,116.9366,115.3616,106.5866,117.275,114.125,1.0,0 days 00:00:50.604000
50.804,,5521000.0,1056000.0,1710000.0,863000.0,148000.0,6161000.0,30000.0,11000.0,11000.0,256000.0,72000.0,68000.0,2759000.0,6674000.0,9433000.0,25000000.0,116.6,115.25,88.34,110.1866,116.9366,115.3616,106.5866,117.275,114.125,1.0,0 days 00:00:50.804000
51.003,,5521000.0,853000.0,1520000.0,1169000.0,3521000.0,6161000.0,20000.0,14000.0,11000.0,256000.0,74000.0,68000.0,2761000.0,7388000.0,10149000.0,25000000.0,116.6,115.25,88.34,110.1866,116.9366,115.3616,106.5866,117.275,114.125,1.0,0 days 00:00:51.003000
51.203,,5521000.0,935000.0,1458000.0,1109000.0,5915000.0,6161000.0,20000.0,14000.0,11000.0,256000.0,70000.0,68000.0,2753000.0,10049000.0,12802000.0,25000000.0,116.6,115.25,88.34,110.1866,116.9366,115.3616,106.5866,117.275,114.125,1.0,0 days 00:00:51.203000
51.403,,5466000.0,1008000.0,1506000.0,1089000.0,5629000.0,6141000.0,20000.0,11000.0,11000.0,212000.0,74000.0,68000.0,2743000.0,9863000.0,12606000.0,25000000.0,116.6,115.7,88.52,110.3,117.05,115.475,106.7,117.275,114.2366,1.0,0 days 00:00:51.403000
51.604,,5466000.0,975000.0,1496000.0,1593000.0,5688000.0,6141000.0,30000.0,11000.0,11000.0,212000.0,74000.0,68000.0,2604000.0,6691000.0,9295000.0,25000000.0,116.6,115.25,88.52,110.3,117.05,115.475,106.7,117.275,114.2366,1.0,0 days 00:00:51.604000
51.804,,5466000.0,975000.0,2233000.0,1884000.0,5342000.0,6141000.0,30000.0,14000.0,11000.0,212000.0,74000.0,68000.0,2735000.0,9318000.0,12053000.0,25000000.0,118.4,115.25,88.52,110.3,117.05,115.475,106.7,117.275,114.2366,1.0,0 days 00:00:51.804000
52.003,,5429000.0,914000.0,1520000.0,1991000.0,5547000.0,5975000.0,30000.0,11000.0,11000.0,278000.0,81000.0,68000.0,2866000.0,10837000.0,13703000.0,25000000.0,118.4,115.25,88.52,110.3,117.05,115.475,106.7,117.275,114.2366,1.0,0 days 00:00:52.003000
52.204,,5429000.0,853000.0,1710000.0,1391000.0,3582000.0,5975000.0,30000.0,11000.0,11000.0,278000.0,74000.0,68000.0,2717000.0,11051000.0,13768000.0,25000000.0,118.4,115.7,88.52,110.3,117.05,115.475,106.7,117.275,114.2366,1.0,0 days 00:00:52.204000
52.404,,5429000.0,935000.0,1663000.0,1673000.0,5936000.0,5975000.0,20000.0,14000.0,11000.0,278000.0,74000.0,68000.0,2744000.0,9523000.0,12267000.0,25000000.0,118.4,115.7,88.52,110.4116,117.275,115.5866,106.8116,117.5,114.35,1.0,0 days 00:00:52.404000
52.603,,5450000.0,1149000.0,1686000.0,1351000.0,5875000.0,6015000.0,20000.0,14000.0,11000.0,343000.0,74000.0,68000.0,2747000.0,10088000.0,12835000.0,25000000.0,118.4,115.7,88.52,110.4116,117.275,115.5866,106.8116,117.5,114.35,1.0,0 days 00:00:52.603000
52.804,,5450000.0,874000.0,1449000.0,1129000.0,3562000.0,6015000.0,30000.0,14000.0,11000.0,343000.0,74000.0,68000.0,2776000.0,9262000.0,12038000.0,25000000.0,118.4,116.15,88.52,110.4116,117.275,115.5866,106.8116,117.5,114.35,1.0,0 days 00:00:52.804000
53.004,,5438000.0,975000.0,2209000.0,1233000.0,2886000.0,6015000.0,30000.0,11000.0,11000.0,343000.0,74000.0,68000.0,2645000.0,4749000.0,7394000.0,25000000.0,118.4,116.15,88.52,110.4116,117.275,115.5866,106.8116,117.5,114.35,1.0,0 days 00:00:53.004000
53.203,,5438000.0,1290000.0,1663000.0,1691000.0,5424000.0,6108000.0,20000.0,456000.0,4000.0,289000.0,79000.0,68000.0,2612000.0,7215000.0,9827000.0,25000000.0,118.4,116.15,88.52,110.4116,117.275,115.5866,106.8116,117.5,114.35,1.0,0 days 00:00:53.203000
53.403,,5438000.0,874000.0,1663000.0,1310000.0,5464000.0,6108000.0,30000.0,11000.0,11000.0,289000.0,74000.0,68000.0,2621000.0,6810000.0,9431000.0,25000000.0,118.4,116.15,88.52,110.6366,117.3866,115.8116,106.925,117.725,114.4616,1.0,0 days 00:00:53.403000
53.603,,5423000.0,1138000.0,1649000.0,1552000.0,5588000.0,6108000.0,40000.0,11000.0,11000.0,289000.0,74000.0,68000.0,2710000.0,6741000.0,9451000.0,25000000.0,118.4,116.15,88.52,110.6366,117.3866,115.8116,106.925,117.725,114.4616,1.0,0 days 00:00:53.603000
53.804,,5423000.0,1138000.0,1686000.0,1471000.0,5568000.0,6139000.0,30000.0,11000.0,11000.0,283000.0,70000.0,68000.0,2660000.0,9959000.0,12619000.0,25000000.0,118.4,116.15,88.52,110.6366,117.3866,115.8116,106.925,117.725,114.4616,1.0,0 days 00:00:53.804000
54.004,,5423000.0,1016000.0,1473000.0,1471000.0,5649000.0,6139000.0,40000.0,11000.0,11000.0,283000.0,74000.0,68000.0,2705000.0,6107000.0,8812000.0,25000000.0,118.4,116.15,88.52,110.6366,117.3866,115.8116,106.925,117.725,114.4616,1.0,0 days 00:00:54.004000
54.204,,5362000.0,1199000.0,1506000.0,1613000.0,5626000.0,6139000.0,20000.0,14000.0,11000.0,283000.0,74000.0,68000.0,2670000.0,6558000.0,9228000.0,25000000.0,118.4,116.15,88.52,110.6366,117.3866,115.8116,106.925,117.725,114.4616,1.0,0 days 00:00:54.204000
54.404,,5362000.0,853000.0,1473000.0,1391000.0,5568000.0,6189000.0,20000.0,76000.0,11000.0,243000.0,79000.0,68000.0,2723000.0,4026000.0,6749000.0,25000000.0,118.4,116.15,88.52,110.75,117.6116,115.925,107.0366,117.8366,114.6866,1.0,0 days 00:00:54.404000
54.604,,5362000.0,955000.0,1710000.0,1814000.0,2908000.0,6189000.0,20000.0,32000.0,11000.0,243000.0,79000.0,68000.0,2716000.0,4825000.0,7541000.0,25000000.0,118.4,116.15,88.52,110.75,117.6116,115.925,107.0366,117.8366,114.6866,1.0,0 days 00:00:54.604000
54.804,,5399000.0,914000.0,1520000.0,1451000.0,5506000.0,6201000.0,20000.0,30000.0,7000.0,243000.0,74000.0,68000.0,2653000.0,4194000.0,6847000.0,25000000.0,118.4,116.15,88.52,110.75,117.6116,115.925,107.0366,117.8366,114.6866,1.0,0 days 00:00:54.804000
55.004,,5399000.0,1036000.0,1758000.0,948000.0,2764000.0,6201000.0,20000.0,32000.0,11000.0,305000.0,81000.0,68000.0,2753000.0,3582000.0,6335000.0,25000000.0,118.4,116.15,88.52,110.75,117.6116,115.925,107.0366,117.8366,114.6866,1.0,0 days 00:00:55.004000
55.204,,5399000.0,874000.0,1544000.0,1670000.0,105000.0,6201000.0,10000.0,32000.0,11000.0,305000.0,70000.0,68000.0,2609000.0,5168000.0,7777000.0,25000000.0,118.4,116.15,88.52,110.75,117.6116,115.925,107.0366,117.8366,114.6866,1.0,0 days 00:00:55.204000
55.404,,5569000.0,1076000.0,1686000.0,987000.0,105000.0,6194000.0,20000.0,32000.0,11000.0,305000.0,74000.0,68000.0,2641000.0,4398000.0,7039000.0,25000000.0,118.4,116.15,88.52,110.8616,117.725,116.15,107.15,118.0616,114.8,1.0,0 days 00:00:55.404000
55.604,,5569000.0,1056000.0,1544000.0,1242000.0,105000.0,6194000.0,20000.0,324000.0,11000.0,268000.0,74000.0,68000.0,2661000.0,4463000.0,7124000.0,25000000.0,118.4,116.15,88.52,110.8616,117.725,116.15,107.15,118.0616,114.8,1.0,0 days 00:00:55.604000
55.804,,5569000.0,1016000.0,1663000.0,1935000.0,4913000.0,6194000.0,20000.0,14000.0,11000.0,268000.0,81000.0,68000.0,2591000.0,4482000.0,7073000.0,25000000.0,118.4,116.15,88.52,110.8616,117.725,116.15,107.15,118.0616,114.8,1.0,0 days 00:00:55.804000
56.003,,5514000.0,1097000.0,1568000.0,1284000.0,105000.0,6137000.0,20000.0,14000.0,11000.0,300000.0,74000.0,68000.0,2832000.0,3840000.0,6672000.0,25000000.0,118.4,116.15,88.52,110.8616,117.725,116.15,107.15,118.0616,114.8,1.0,0 days 00:00:56.003000
56.204,,5514000.0,1056000.0,1900000.0,1089000.0,105000.0,6137000.0,20000.0,11000.0,11000.0,300000.0,74000.0,68000.0,2727000.0,4284000.0,7011000.0,25000000.0,118.4,116.15,88.52,110.8616,117.725,116.15,107.15,118.0616,114.8,1.0,0 days 00:00:56.204000
56.403,,5514000.0,914000.0,1924000.0,1456000.0,2764000.0,6137000.0,20000.0,14000.0,11000.0,300000.0,74000.0,68000.0,2568000.0,3980000.0,6548000.0,25000000.0,118.4,116.6,88.52,110.975,117.8366,116.2616,107.375,118.175,114.9116,1.0,0 days 00:00:56.403000
56.604,,5578000.0,1250000.0,1686000.0,1734000.0,105000.0,6201000.0,20000.0,14000.0,11000.0,299000.0,77000.0,70000.0,2742000.0,4082000.0,6824000.0,25000000.0,118.4,116.15,88.52,110.975,117.8366,116.2616,107.375,118.175,114.9116,1.0,0 days 00:00:56.604000
56.803,,5578000.0,914000.0,1483000.0,1078000.0,5606000.0,6201000.0,20000.0,11000.0,40000.0,299000.0,92000.0,68000.0,2609000.0,4172000.0,6781000.0,25000000.0,118.4,116.6,88.52,110.975,117.8366,116.2616,107.375,118.175,114.9116,1.0,0 days 00:00:56.803000
57.005,,5578000.0,1178000.0,1663000.0,1254000.0,105000.0,6201000.0,20000.0,32000.0,4000.0,299000.0,70000.0,68000.0,2713000.0,3345000.0,6058000.0,25000000.0,118.4,116.6,88.52,110.975,117.8366,116.2616,107.375,118.175,114.9116,1.0,0 days 00:00:57.005000
57.204,,5639000.0,1076000.0,1710000.0,798000.0,565000.0,6280000.0,20000.0,32000.0,11000.0,296000.0,74000.0,68000.0,2748000.0,8310000.0,11058000.0,25000000.0,118.4,116.6,88.52,110.975,117.8366,116.2616,107.375,118.175,114.9116,1.0,0 days 00:00:57.204000
57.404,,5639000.0,955000.0,1853000.0,813000.0,105000.0,6280000.0,10000.0,32000.0,11000.0,296000.0,74000.0,68000.0,2703000.0,5973000.0,8676000.0,25000000.0,118.4,116.6,88.52,111.0866,117.95,116.4866,107.375,118.2866,115.1366,1.0,0 days 00:00:57.404000
57.604,,5652000.0,968000.0,2351000.0,1798000.0,105000.0,6280000.0,20000.0,464000.0,11000.0,296000.0,74000.0,68000.0,2769000.0,7221000.0,9990000.0,25000000.0,118.4,117.05,88.52,111.0866,117.95,116.4866,107.375,118.2866,115.1366,1.0,0 days 00:00:57.604000
57.803,,5652000.0,1056000.0,1995000.0,906000.0,443000.0,6371000.0,20000.0,14000.0,11000.0,250000.0,72000.0,68000.0,2759000.0,7468000.0,10227000.0,25000000.0,118.4,116.6,88.52,111.0866,117.95,116.4866,107.375,118.2866,115.1366,1.0,0 days 00:00:57.803000
58.004,,5652000.0,1016000.0,1411000.0,1777000.0,105000.0,6371000.0,20000.0,11000.0,11000.0,250000.0,81000.0,68000.0,2722000.0,4552000.0,7274000.0,25000000.0,118.4,117.05,88.52,111.0866,117.95,116.4866,107.375,118.2866,115.1366,1.0,0 days 00:00:58.004000
58.203,,5493000.0,1016000.0,1458000.0,992000.0,419000.0,6371000.0,20000.0,14000.0,11000.0,250000.0,79000.0,68000.0,2941000.0,7364000.0,10305000.0,25000000.0,118.4,117.05,88.52,111.0866,117.95,116.4866,107.375,118.2866,115.1366,1.0,0 days 00:00:58.203000
58.404,,5493000.0,874000.0,1554000.0,1242000.0,4868000.0,6179000.0,20000.0,32000.0,11000.0,380000.0,74000.0,68000.0,2807000.0,8882000.0,11689000.0,25000000.0,118.4,117.05,88.52,111.3116,118.175,116.7116,107.4866,118.5116,115.3616,1.0,0 days 00:00:58.404000
